Var1,route1,route2,route3,route4,route5,route6,route7,route8,route9
131,-8.48825045,-8.95583053,-8.99533504,-9.21922573,-8.87056797,-9.09429029,-9.29697878,-9.42013954,-9.28803373
132,-8.49208468,-8.95837307,-8.99821992,-9.22326977,-8.87657077,-9.10030791,-9.30127708,-9.42956677,-9.2952977
133,-8.49605135,-8.96091562,-9.00109099,-9.22731381,-8.88255375,-9.10632553,-9.30557538,-9.43899399,-9.30233814
134,-8.50012523,-8.96345816,-9.00393183,-9.23135786,-8.88853674,-9.11241361,-9.30998819,-9.44842122,-9.30937858
135,-8.5041991,-8.9660007,-9.00677267,-9.2354019,-8.89451972,-9.11861221,-9.31458058,-9.45740931,-9.31641902
136,-8.50827297,-8.96849189,-9.00961351,-9.23946486,-8.90047027,-9.12481081,-9.31917297,-9.46594595,-9.32294865
137,-8.51241051,-8.97065405,-9.01245435,-9.24364905,-8.90632412,-9.13100941,-9.32376537,-9.47448258,-9.32930531
138,-8.51656426,-8.97281622,-9.01527818,-9.24783323,-8.91217798,-9.13720801,-9.32835776,-9.48301922,-9.33566196
139,-8.52071802,-8.97497838,-9.018097,-9.25201742,-8.91803183,-9.14349429,-9.3333009,-9.49155586,-9.34201862
140,-8.52487067,-8.97714054,-9.02091582,-9.2562016,-8.92388569,-9.14978338,-9.33825526,-9.49928108,-9.34786977
141,-8.5289978,-8.97925506,-9.02373463,-9.26039139,-8.92971351,-9.15607247,-9.34320961,-9.50690541,-9.35359329
